orderid,date,prodnumber,prodname,categoryname,customerid,firstname,lastname,customercity,customerstate,quantity,price,total
2991,2021-10-10,BP109,QuadroCopter Blueprint,Blueprints,1582,Kimberley,Lye,Syracuse,New York,4,10.99,43.96
2992,2021-10-10,BP109,QuadroCopter Blueprint,Blueprints,1582,Kimberley,Lye,Syracuse,New York,2,10.99,21.98
2993,2021-10-11,TV810,Understanding Automation,Training Videos,239,Karim,Coen,Savannah,Georgia,2,44.95,89.9
2994,2021-10-11,BP110,Sleepy Eye Blueprint,Blueprints,1585,Cello,Gillion,Houston,Texas,3,11.99,35.97
2995,2021-10-12,EB512,Multi Rotor Drones,eBooks,1699,Marney,Lillford,Toledo,Ohio,5,24.95,124.75
2996,2021-10-12,BP110,Sleepy Eye Blueprint,Blueprints,804,Aurore,Clampe,Albany,Georgia,2,11.99,23.98
2997,2021-10-13,TV801,Aerial Security,Training Videos,936,Alaric,Eschalotte,El Paso,Texas,1,36.99,36.99
2998,2021-10-13,TV804,Drone Video Techniques,Training Videos,1011,Tilda,Pistol,Scranton,Pennsylvania,2,37.99,75.98
2999,2021-10-13,TV806,Mapping with Drones,Training Videos,950,Winfield,Uren,Dayton,Ohio,3,49,147
3000,2021-10-13,TV805,Industrial 3D Printing,Training Videos,573,Dena,Rosberg,San Diego,California,4,49,196
3001,2021-10-13,TV802,AI for Educators,Training Videos,1568,Willard,Sayer,Bradenton,Florida,4,49.95,199.8
3002,2021-10-13,EB512,Multi Rotor Drones,eBooks,994,Tallou,Mallya,Arlington,Texas,2,24.95,49.9
3003,2021-10-13,RK605,BYOR-3000,Robot Kits,1505,Marlin,Haskins,Reno,Nevada,5,214,1070
3004,2021-10-13,DK201,BYOD-100,Drone Kits,2105,Larissa,Petrovic,Roanoke,Virginia,3,54,162
3005,2021-10-14,TV805,Industrial 3D Printing,Training Videos,1232,Susie,Raffels,Portland,Oregon,3,49,147
3006,2021-10-14,TV805,Industrial 3D Printing,Training Videos,1984,Romola,O'Shiel,Bridgeport,Connecticut,5,49,245
3007,2021-10-14,EB513,Photograph Drones,eBooks,2062,Arlin,Relf,Pittsburgh,Pennsylvania,1,14.99,14.99
3008,2021-10-14,TV811,Understanding Drone Regulations,Training Videos,125,Joey,Woodier,Saint Petersburg,Florida,2,27.5,55
3009,2021-10-14,EB521,Understanding Artificial Intelligence,eBooks,1474,Myrna,Bermingham,Chico,California,2,19.5,39
3010,2021-10-14,EB503,Building Your Own Drone,eBooks,528,Darcy,Rosewell,South Bend,Indiana,3,24.99,74.97
3011,2021-10-15,DS307,MICR-564K Drone,Drones,30,Emelina,Nestle,Jamaica,New York,4,499,1996
3012,2021-10-15,TV805,Industrial 3D Printing,Training Videos,653,Elianore,Petegree,Spokane,Washington,4,49,196
3013,2021-10-15,EB508,Fixed Wing Drones,eBooks,1340,Uriel,Castanho,Miami,Florida,5,15.5,77.5
3014,2021-10-15,TV810,Understanding Automation,Training Videos,1243,Marta,Diben,Sarasota,Florida,4,44.95,179.8
3015,2021-10-15,DK203,BYOD-220,Drone Kits,1529,Salomon,Griswood,San Diego,California,5,69,345
3016,2021-10-15,EB512,Multi Rotor Drones,eBooks,104,Binky,Escale,Los Angeles,California,2,24.95,49.9
3017,2021-10-16,RS702,MICR-23K Robot,Robots,1073,Jenilee,Deaconson,Winston Salem,North Carolina,3,899,2697
3018,2021-10-16,BP106,Hexacopter Drone Blueprint,Blueprints,834,Christoph,Elsdon,New Orleans,Louisiana,2,8.99,17.98
3019,2021-10-17,DK202,BYOD-200,Drone Kits,1458,Hobie,Grigs,Boston,Massachusetts,3,58.95,176.85000000000002
3020,2021-10-17,EB509,GPS Drones,eBooks,1035,Tabbatha,Little,Washington,District of Columbia,2,19.99,39.98
3021,2021-10-18,BP101,All Eyes Drone Blueprint,Blueprints,408,Elsinore,Scougal,Fresno,California,4,9.99,39.96
3022,2021-10-18,TV803,Cloud Computing,Training Videos,290,Marcile,Kuhnel,Washington,District of Columbia,3,29.99,89.97
3023,2021-10-19,DK204,BYOD-300,Drone Kits,2099,Aldin,Walsh,Mesa,Arizona,3,89,267
3024,2021-10-19,DK209,BYOD-550,Drone Kits,686,Andee,Ambrosi,Albany,New York,5,179,895
3025,2021-10-19,EB516,RTF Drones,eBooks,994,Tallou,Mallya,Arlington,Texas,4,16.99,67.96
3026,2021-10-19,RS704,RLK-9920 Robot,Robots,1878,Blake,Heditch,Miami,Florida,5,699,3495
3027,2021-10-19,DK202,BYOD-200,Drone Kits,1705,Velma,Beals,Topeka,Kansas,3,58.95,176.85000000000002
3028,2021-10-19,TV801,Aerial Security,Training Videos,1819,Dehlia,Gaiter,Albany,Georgia,4,36.99,147.96
3029,2021-10-20,TV811,Understanding Drone Regulations,Training Videos,907,Myrtia,Scupham,El Paso,Texas,2,27.5,55
3030,2021-10-20,BP106,Hexacopter Drone Blueprint,Blueprints,872,Montague,Wherry,Tampa,Florida,5,8.99,44.95
3031,2021-10-20,DK207,BYOD-400S,Drone Kits,1394,Daisi,Hothersall,Monroe,Louisiana,1,129.95,129.95
3032,2021-10-21,RK606,BYOR-3535,Robot Kits,1079,Marie-jeanne,Fryett,Miami,Florida,4,225,900
3033,2021-10-21,EB514,Polar Robots,eBooks,331,Tiena,McGarry,Washington,District of Columbia,5,23.99,119.94999999999999
3034,2021-10-21,RS705,RQTE-554 Robot,Robots,1325,Gennifer,De Souza,Austin,Texas,3,684,2052
3035,2021-10-21,TV805,Industrial 3D Printing,Training Videos,1351,Cherey,Caitlin,Round Rock,Texas,4,49,196
3036,2021-10-21,DK205,BYOD-350,Drone Kits,269,Willi,Ortiger,Hartford,Connecticut,1,89.95,89.95
3037,2021-10-22,RK606,BYOR-3535,Robot Kits,475,Gabriel,Gallaher,Phoenix,Arizona,4,225,900
3038,2021-10-22,EB514,Polar Robots,eBooks,1957,Vito,Canwell,Houston,Texas,3,23.99,71.97
3039,2021-10-22,DK208,BYOD-500,Drone Kits,1051,Gabe,Craise,Rochester,Minnesota,5,167,835
3040,2021-10-23,BP109,QuadroCopter Blueprint,Blueprints,470,Angele,Heeley,Springfield,Illinois,2,10.99,21.98
3041,2021-10-23,DK203,BYOD-220,Drone Kits,2120,Jackie,Johnes,North Port,Florida,3,69,207
3042,2021-10-23,RK606,BYOR-3535,Robot Kits,1289,Jany,Halliday,Portland,Oregon,3,225,675
3043,2021-10-23,EB514,Polar Robots,eBooks,929,Laney,Olford,North Las Vegas,Nevada,5,23.99,119.94999999999999
3044,2021-10-24,BP109,QuadroCopter Blueprint,Blueprints,1281,Yuri,Edison,Atlanta,Georgia,5,10.99,54.95
3045,2021-10-24,TV806,Mapping with Drones,Training Videos,305,Corny,Sowrah,Bronx,New York,2,49,98
3046,2021-10-24,DK205,BYOD-350,Drone Kits,1354,Tailor,Pride,Buffalo,New York,2,89.95,179.9
3047,2021-10-25,EB514,Polar Robots,eBooks,950,Winfield,Uren,Dayton,Ohio,3,23.99,71.97
3048,2021-10-25,RS703,RCB-889 Robot,Robots,496,Carole,Halliburton,Anchorage,Alaska,1,549,549
3049,2021-10-26,EB519,Spherical Robots,eBooks,1804,Deonne,Di Batista,Seattle,Washington,3,16.75,50.25
3050,2021-10-26,DS307,MICR-564K Drone,Drones,61,Rickie,Brumby,Richmond,Virginia,3,499,1497
3051,2021-10-26,RK605,BYOR-3000,Robot Kits,583,Arlena,Hollyland,Wilmington,North Carolina,1,214,214
3052,2021-10-26,RK604,BYOR-2640S,Robot Kits,1607,Junie,Linnard,Nashville,Tennessee,3,189,567
3053,2021-10-27,DK209,BYOD-550,Drone Kits,1966,Shelby,O' Concannon,Omaha,Nebraska,4,179,716
3054,2021-10-27,DS305,DTI-84 Drone,Drones,9,Curran,MacMichael,Tucson,Arizona,5,455,2275
3055,2021-10-27,DS305,DTI-84 Drone,Drones,9,Curran,MacMichael,Tucson,Arizona,3,455,1365
3056,2021-10-27,DS305,DTI-84 Drone,Drones,1151,Garland,Agius,Houston,Texas,4,455,1820
3057,2021-10-28,TV813,Virtual Reality Basics,Training Videos,2090,Farrel,Raylton,Englewood,Colorado,2,29.99,59.98
3058,2021-10-28,TV802,AI for Educators,Training Videos,1014,Saundra,Mixture,New Hyde Park,New York,4,49.95,199.8
3059,2021-10-28,TV811,Understanding Drone Regulations,Training Videos,673,Duky,Theodoris,Albany,New York,3,27.5,82.5
3060,2021-10-28,DS304,DTE-QFN20 Drone,Drones,35,Izaak,Belfelt,Chicago,Illinois,2,250,500
3061,2021-10-29,TV802,AI for Educators,Training Videos,136,Jessalin,Bestwerthick,Mobile,Alabama,3,49.95,149.85000000000002
3062,2021-10-29,TV806,Mapping with Drones,Training Videos,347,Brady,Medeway,San Francisco,California,1,49,49
3063,2021-10-29,BP107,Ladybug Robot Blueprint,Blueprints,1740,Kalinda,Steers,San Diego,California,5,12,60
3064,2021-10-29,DS304,DTE-QFN20 Drone,Drones,1714,Everett,Bartels-Ellis,Rockford,Illinois,2,250,500
3065,2021-10-29,DS303,DTD-7000 Drone,Drones,1926,Lauren,Le Pine,Trenton,New Jersey,3,450,1350
3066,2021-10-30,RK604,BYOR-2640S,Robot Kits,504,Derrek,Shalloo,Yakima,Washington,3,189,567
3067,2021-10-30,DS306,DX-145 Drone,Drones,63,Perri,Gard,New York City,New York,2,250,500
3068,2021-10-30,BP110,Sleepy Eye Blueprint,Blueprints,1956,Elsie,Grigore,Orlando,Florida,3,11.99,35.97
3069,2021-10-30,DS303,DTD-7000 Drone,Drones,1448,Elston,Littleproud,Greenville,South Carolina,2,450,900
3070,2021-10-30,EB504,Cartesian Robots,eBooks,1028,Eb,Jurczik,Fairfax,Virginia,4,12.99,51.96
3071,2021-10-31,DK208,BYOD-500,Drone Kits,1018,Dalenna,Oliver-Paull,Fort Wayne,Indiana,2,167,334
3072,2021-10-31,EB504,Cartesian Robots,eBooks,711,Brittney,Whiteman,Spokane,Washington,1,12.99,12.99
3073,2021-10-31,DS303,DTD-7000 Drone,Drones,514,Hoyt,Stainfield,Memphis,Tennessee,4,450,1800
3074,2021-10-31,RK606,BYOR-3535,Robot Kits,1198,Aurore,Rudinger,Odessa,Texas,2,225,450
3075,2021-11-01,RK606,BYOR-3535,Robot Kits,1276,Dyan,Atwood,Washington,District of Columbia,2,225,450
3076,2021-11-01,BP110,Sleepy Eye Blueprint,Blueprints,33,Christiano,Tuson,New Orleans,Louisiana,4,11.99,47.96
3077,2021-11-01,EB502,Building Your First Robot,eBooks,1891,Ivette,Orth,Anaheim,California,5,24.95,124.75
3078,2021-11-01,DS306,DX-145 Drone,Drones,545,Tessa,Charette,Akron,Ohio,4,250,1000
3079,2021-11-01,TV808,Robotic Essentials,Training Videos,1598,Maia,Baudino,Washington,District of Columbia,2,34.99,69.98
3080,2021-11-01,DK201,BYOD-100,Drone Kits,1493,Alexina,Ould,Port Charlotte,Florida,3,54,162
3081,2021-11-02,EB504,Cartesian Robots,eBooks,1931,Blinny,Worsall,Washington,District of Columbia,3,12.99,38.97
3082,2021-11-02,RK604,BYOR-2640S,Robot Kits,1261,Buck,Knowlman,Atlanta,Georgia,3,189,567
3083,2021-11-02,TV802,AI for Educators,Training Videos,95,Birgitta,Decourcy,Mobile,Alabama,6,49.95,299.70000000000005
3084,2021-11-02,BP106,Hexacopter Drone Blueprint,Blueprints,585,Latia,Lamport,San Diego,California,2,8.99,17.98
3085,2021-11-03,RS705,RQTE-554 Robot,Robots,828,Fairleigh,Peiser,Pocatello,Idaho,3,684,2052
3086,2021-11-03,EB501,Articulated Robots,eBooks,994,Tallou,Mallya,Arlington,Texas,4,23.99,95.96
3087,2021-11-03,RK604,BYOR-2640S,Robot Kits,558,Nikos,Pulteneye,Flint,Michigan,4,189,756
3088,2021-11-03,DK206,BYOD-400,Drone Kits,1656,Malanie,Rollingson,Tyler,Texas,2,119,238
3089,2021-11-03,DS301,DA-SA702 Drone,Drones,283,Charmion,Le Gassick,Shreveport,Louisiana,1,399,399
3090,2021-11-04,EB520,Understanding Arduino,eBooks,779,Tallie,Niezen,Las Vegas,Nevada,4,17.5,70
3091,2021-11-04,EB516,RTF Drones,eBooks,1863,Kelley,Garrold,Evansville,Indiana,5,16.99,84.94999999999999
3092,2021-11-05,EB516,RTF Drones,eBooks,908,Fonsie,Aron,San Diego,California,4,16.99,67.96
3093,2021-11-05,RS707,RXW-9807 Robot,Robots,1188,Roderick,Winship,Sioux Falls,South Dakota,2,599,1198
3094,2021-11-05,EB519,Spherical Robots,eBooks,1317,Ingaberg,MacKeogh,Washington,District of Columbia,5,16.75,83.75
3095,2021-11-05,RS705,RQTE-554 Robot,Robots,317,Isadore,Lethby,Brooklyn,New York,2,684,1368
3096,2021-11-05,BP102,Bsquare Robot Blueprint,Blueprints,662,Edythe,Burgoin,Atlanta,Georgia,4,8.99,35.96
3097,2021-11-06,TV805,Industrial 3D Printing,Training Videos,605,Armin,Measen,Newark,New Jersey,5,49,245
3098,2021-11-06,BP102,Bsquare Robot Blueprint,Blueprints,1884,Astrix,Fanning,Arlington,Texas,6,8.99,53.94
3099,2021-11-06,BP107,Ladybug Robot Blueprint,Blueprints,1816,Toddie,Burch,Fort Lauderdale,Florida,5,12,60
3100,2021-11-07,EB505,Delivery Drones,eBooks,697,Ellette,Kondratowicz,El Paso,Texas,3,14.99,44.97
3101,2021-11-07,EB519,Spherical Robots,eBooks,797,Bethany,Scogin,Saint Louis,Missouri,2,16.75,33.5
3102,2021-11-07,TV802,AI for Educators,Training Videos,1801,Rayner,Echalier,Los Angeles,California,4,49.95,199.8
3103,2021-11-07,DS304,DTE-QFN20 Drone,Drones,92,Mariel,Silbermann,Detroit,Michigan,2,250,500
3104,2021-11-07,TV809,Understanding 3D Printing,Training Videos,1603,Trstram,Hamil,Detroit,Michigan,2,42.99,85.98
3105,2021-11-07,DK202,BYOD-200,Drone Kits,1137,Honoria,Thew,Bethesda,Maryland,2,58.95,117.9
3106,2021-11-08,TV810,Understanding Automation,Training Videos,607,Louisette,Ditch,Beaufort,South Carolina,3,44.95,134.85000000000002
3107,2021-11-08,EB513,Photograph Drones,eBooks,1865,Xena,Hulle,Charlotte,North Carolina,2,14.99,29.98
3108,2021-11-08,DS307,MICR-564K Drone,Drones,787,Purcell,Dubose,Sioux City,Iowa,5,499,2495
3109,2021-11-08,EB521,Understanding Artificial Intelligence,eBooks,385,Cathlene,Bayless,Charleston,West Virginia,5,19.5,97.5
3110,2021-11-08,RS706,RWW-75 Robot,Robots,267,Jeanine,Merit,Madison,Wisconsin,3,883,2649
3111,2021-11-08,TV803,Cloud Computing,Training Videos,1178,Hillier,Endrizzi,Canton,Ohio,4,29.99,119.96
3112,2021-11-08,RK604,BYOR-2640S,Robot Kits,472,Aguste,Olanda,Johnstown,Pennsylvania,5,189,945
3113,2021-11-08,DK202,BYOD-200,Drone Kits,1230,Rosita,Baswall,Staten Island,New York,5,58.95,294.75
3114,2021-11-08,DS306,DX-145 Drone,Drones,652,Jack,Dobby,Sacramento,California,5,250,1250
3115,2021-11-08,RK606,BYOR-3535,Robot Kits,1591,Bondy,Flint,Santa Barbara,California,2,225,450
3116,2021-11-09,EB501,Articulated Robots,eBooks,1406,Daphene,Torrecilla,Charlotte,North Carolina,5,23.99,119.94999999999999
3117,2021-11-09,RS702,MICR-23K Robot,Robots,1796,Judah,Redwin,Columbia,Missouri,1,899,899
3118,2021-11-09,EB503,Building Your Own Drone,eBooks,206,Buiron,Haycock,Sioux Falls,South Dakota,5,24.99,124.94999999999999
3119,2021-11-09,BP105,Creature Robot Arms Blueprint,Blueprints,876,Idalia,Stanlick,Cumming,Georgia,2,12,24
3120,2021-11-09,EB521,Understanding Artificial Intelligence,eBooks,2064,Geordie,Stiggers,Saint Petersburg,Florida,5,19.5,97.5
3121,2021-11-09,TV812,Understanding Raspberry PI,Training Videos,729,Nerte,Shillabeer,Atlanta,Georgia,5,28.99,144.95
3122,2021-11-10,DK201,BYOD-100,Drone Kits,941,Geri,Haddock,North Little Rock,Arkansas,3,54,162
3123,2021-11-10,EB505,Delivery Drones,eBooks,1166,Yardley,Kikke,Arlington,Virginia,5,14.99,74.95
3124,2021-11-10,EB507,Drone Building Essentials,eBooks,496,Carole,Halliburton,Anchorage,Alaska,5,13.99,69.95
3125,2021-11-11,EB502,Building Your First Robot,eBooks,788,Mason,Caddan,Decatur,Georgia,5,24.95,124.75
3126,2021-11-11,DS302,DC-304 Drone,Drones,1762,Allyson,Keppin,New Orleans,Louisiana,5,395,1975
3127,2021-11-11,TV806,Mapping with Drones,Training Videos,646,Joli,Seeler,Salt Lake City,Utah,2,49,98
3128,2021-11-12,EB501,Articulated Robots,eBooks,1956,Elsie,Grigore,Orlando,Florida,2,23.99,47.98
3129,2021-11-12,TV812,Understanding Raspberry PI,Training Videos,1392,Gianina,Rewcassell,Minneapolis,Minnesota,2,28.99,57.98
3130,2021-11-12,BP105,Creature Robot Arms Blueprint,Blueprints,1001,Skippie,Youll,Indianapolis,Indiana,5,12,60
3131,2021-11-12,EB513,Photograph Drones,eBooks,1113,Arnuad,Kellaway,Lawrenceville,Georgia,5,14.99,74.95
3132,2021-11-12,DK203,BYOD-220,Drone Kits,902,Robb,Keelan,Trenton,New Jersey,1,69,69
3133,2021-11-13,TV807,Open Source Code,Training Videos,956,Brandon,Zorer,Lexington,Kentucky,4,32.95,131.8
3134,2021-11-13,DK207,BYOD-400S,Drone Kits,760,Ahmad,Lonie,Bellevue,Washington,5,129.95,649.75
3135,2021-11-13,EB520,Understanding Arduino,eBooks,141,Waylin,Bernolet,Appleton,Wisconsin,6,17.5,105
3136,2021-11-13,EB517,SCARA Robots,eBooks,1765,Osmond,Creane,Orlando,Florida,2,19.5,39
3137,2021-11-14,TV811,Understanding Drone Regulations,Training Videos,147,Delila,Biddell,Juneau,Alaska,3,27.5,82.5
3138,2021-11-15,RK604,BYOR-2640S,Robot Kits,451,Loutitia,Cota,Oakland,California,6,189,1134
3139,2021-11-15,DK209,BYOD-550,Drone Kits,882,Bartholemy,Dunseath,Dallas,Texas,2,179,358
3140,2021-11-16,RS703,RCB-889 Robot,Robots,502,Josepha,Seth,Houston,Texas,2,549,1098
3141,2021-11-16,BP105,Creature Robot Arms Blueprint,Blueprints,900,Kenny,Coffey,Pomona,California,4,12,48
3142,2021-11-16,RS703,RCB-889 Robot,Robots,2096,Gayler,Emeney,North Hollywood,California,2,549,1098
3143,2021-11-17,EB507,Drone Building Essentials,eBooks,1916,Haley,Carff,Columbus,Ohio,1,13.99,13.99
3144,2021-11-18,BP102,Bsquare Robot Blueprint,Blueprints,1,Grazia,Rasmus,Washington,District of Columbia,5,8.99,44.95
3145,2021-11-18,TV802,AI for Educators,Training Videos,36,Waly,Cuthbertson,New York City,New York,6,49.95,299.70000000000005
3146,2021-11-18,EB501,Articulated Robots,eBooks,1910,Keelby,Bonnet,Los Angeles,California,4,23.99,95.96
3147,2021-11-18,RK602,BYOR-1000,Robot Kits,371,Nelia,Tolussi,El Paso,Texas,3,189,567
3148,2021-11-19,DK206,BYOD-400,Drone Kits,754,Free,Stebbings,Richmond,Virginia,4,119,476
3149,2021-11-19,EB507,Drone Building Essentials,eBooks,588,Thurstan,Pulfer,New Orleans,Louisiana,2,13.99,27.98
3150,2021-11-19,RK605,BYOR-3000,Robot Kits,1279,Ewan,Skerrett,Seattle,Washington,5,214,1070
3151,2021-11-19,DS306,DX-145 Drone,Drones,1813,Rayshell,Large,Berkeley,California,6,250,1500
3152,2021-11-19,BP110,Sleepy Eye Blueprint,Blueprints,741,Chuck,Sarvar,Memphis,Tennessee,4,11.99,47.96
3153,2021-11-19,BP110,Sleepy Eye Blueprint,Blueprints,982,Atlante,Calladine,Trenton,New Jersey,4,11.99,47.96
3154,2021-11-19,EB506,Delta Robots,eBooks,1878,Blake,Heditch,Miami,Florida,3,16.99,50.97
3155,2021-11-20,EB501,Articulated Robots,eBooks,1867,Aura,Carde,Baton Rouge,Louisiana,4,23.99,95.96
3156,2021-11-21,EB503,Building Your Own Drone,eBooks,18,Mead,Whiteley,Trenton,New Jersey,3,24.99,74.97
3157,2021-11-21,RK602,BYOR-1000,Robot Kits,697,Ellette,Kondratowicz,El Paso,Texas,3,189,567
3158,2021-11-21,BP101,All Eyes Drone Blueprint,Blueprints,379,Alaster,Chesnay,Battle Creek,Michigan,2,9.99,19.98
3159,2021-11-21,DS302,DC-304 Drone,Drones,1808,Gilles,Okeshott,Norfolk,Virginia,2,395,790
3160,2021-11-21,BP110,Sleepy Eye Blueprint,Blueprints,694,Daile,Weedenburg,Peoria,Illinois,4,11.99,47.96
3161,2021-11-21,EB521,Understanding Artificial Intelligence,eBooks,852,Tracie,Pegden,Denver,Colorado,3,19.5,58.5
3162,2021-11-21,TV803,Cloud Computing,Training Videos,1330,Cilka,Bonifant,El Paso,Texas,3,29.99,89.97
3163,2021-11-21,DK203,BYOD-220,Drone Kits,1214,Joey,Sumpner,Miami,Florida,6,69,414
3164,2021-11-21,EB505,Delivery Drones,eBooks,627,Wood,Gallager,Oklahoma City,Oklahoma,3,14.99,44.97
3165,2021-11-22,EB505,Delivery Drones,eBooks,1400,Arni,Maylin,Oklahoma City,Oklahoma,5,14.99,74.95
3166,2021-11-22,DK204,BYOD-300,Drone Kits,1299,Newton,Iglesia,Prescott,Arizona,4,89,356
3167,2021-11-22,BP107,Ladybug Robot Blueprint,Blueprints,901,Julissa,Brannan,Dayton,Ohio,2,12,24
3168,2021-11-22,RK605,BYOR-3000,Robot Kits,1066,Minna,Arrigo,Sacramento,California,4,214,856
3169,2021-11-22,BP110,Sleepy Eye Blueprint,Blueprints,374,Tye,Grzelczak,Cumming,Georgia,4,11.99,47.96
3170,2021-11-22,EB517,SCARA Robots,eBooks,971,Maddy,Baume,Denver,Colorado,4,19.5,78
3171,2021-11-23,RS702,MICR-23K Robot,Robots,437,Rafael,Richly,Miami Beach,Florida,5,899,4495
3172,2021-11-23,BP109,QuadroCopter Blueprint,Blueprints,439,Geneva,Iacivelli,New York City,New York,5,10.99,54.95
3173,2021-11-23,RS702,MICR-23K Robot,Robots,1748,Hannah,Hassan,New Castle,Pennsylvania,2,899,1798
3174,2021-11-23,RS703,RCB-889 Robot,Robots,924,Morgan,Paddell,Hartford,Connecticut,3,549,1647
3175,2021-11-24,EB520,Understanding Arduino,eBooks,608,Martainn,Alenichicov,Lake Worth,Florida,4,17.5,70
3176,2021-11-24,TV807,Open Source Code,Training Videos,624,Davy,Dunsmore,Knoxville,Tennessee,6,32.95,197.70000000000002
3177,2021-11-24,TV809,Understanding 3D Printing,Training Videos,1919,Hurlee,Surgey,Saint Louis,Missouri,3,42.99,128.97
3178,2021-11-24,EB513,Photograph Drones,eBooks,1953,Wren,Rowlstone,White Plains,New York,3,14.99,44.97
3179,2021-11-25,DS304,DTE-QFN20 Drone,Drones,83,Deedee,Bernardes,Lafayette,Indiana,2,250,500
3180,2021-11-25,RS703,RCB-889 Robot,Robots,1702,Maitilde,Garthland,Waco,Texas,4,549,2196
3181,2021-11-25,RK605,BYOR-3000,Robot Kits,1875,Ely,Hightown,Chicago,Illinois,3,214,642
3182,2021-11-25,RK604,BYOR-2640S,Robot Kits,1938,Sharai,Sigg,Decatur,Georgia,3,189,567
3183,2021-11-26,BP101,All Eyes Drone Blueprint,Blueprints,811,Ariela,Berick,Atlanta,Georgia,2,9.99,19.98
3184,2021-11-26,TV812,Understanding Raspberry PI,Training Videos,1675,Franklin,Grieswood,Pensacola,Florida,4,28.99,115.96
3185,2021-11-26,BP110,Sleepy Eye Blueprint,Blueprints,942,Eziechiele,Grindlay,Moreno Valley,California,6,11.99,71.94
3186,2021-11-26,TV812,Understanding Raspberry PI,Training Videos,1660,Pearl,Lory,Omaha,Nebraska,3,28.99,86.97
3187,2021-11-27,TV809,Understanding 3D Printing,Training Videos,258,Marjory,Burton,El Paso,Texas,4,42.99,171.96
3188,2021-11-27,DS305,DTI-84 Drone,Drones,1870,Florie,Boylin,Carol Stream,Illinois,4,455,1820
3189,2021-11-27,EB506,Delta Robots,eBooks,1853,Siobhan,Sabbatier,Rochester,New York,3,16.99,50.97
3190,2021-11-27,TV808,Robotic Essentials,Training Videos,1293,Godiva,Jirusek,Indianapolis,Indiana,4,34.99,139.96
3191,2021-11-27,DK205,BYOD-350,Drone Kits,1835,Jeremias,Gluyas,Troy,Michigan,5,89.95,449.75
3192,2021-11-27,RK602,BYOR-1000,Robot Kits,1747,Ingram,Weddeburn - Scrimgeour,Harrisburg,Pennsylvania,3,189,567
3193,2021-11-27,BP108,Panda Robot Blueprint,Blueprints,2103,Cassaundra,Laurenzi,Pompano Beach,Florida,5,7.99,39.95
3194,2021-11-27,TV805,Industrial 3D Printing,Training Videos,665,Lemar,Judgkins,Fort Collins,Colorado,4,49,196
3195,2021-11-27,TV812,Understanding Raspberry PI,Training Videos,1479,Lilith,Hughes,Phoenix,Arizona,3,28.99,86.97
3196,2021-11-28,TV813,Virtual Reality Basics,Training Videos,1568,Willard,Sayer,Bradenton,Florida,1,29.99,29.99
3197,2021-11-28,TV804,Drone Video Techniques,Training Videos,468,Mellisent,Yashaev,Gainesville,Florida,2,37.99,75.98
3198,2021-11-28,DK205,BYOD-350,Drone Kits,1488,Mayer,Twydell,Fort Worth,Texas,5,89.95,449.75
3199,2021-11-29,DK208,BYOD-500,Drone Kits,1949,Gilberte,Plain,Philadelphia,Pennsylvania,1,167,167
3200,2021-11-29,DK207,BYOD-400S,Drone Kits,322,Cristian,Barker,Saint Petersburg,Florida,5,129.95,649.75
3201,2021-11-29,DK208,BYOD-500,Drone Kits,1288,Spence,Acton,Harrisburg,Pennsylvania,6,167,1002
3202,2021-11-29,TV805,Industrial 3D Printing,Training Videos,1743,Abel,Strike,Philadelphia,Pennsylvania,5,49,245
3203,2021-11-29,RS707,RXW-9807 Robot,Robots,650,Eduino,Hammant,Carson City,Nevada,4,599,2396
3204,2021-11-30,DS307,MICR-564K Drone,Drones,765,Dulciana,Pickup,Lexington,Kentucky,5,499,2495
3205,2021-11-30,DS306,DX-145 Drone,Drones,13,Faber,Boosey,Richmond,Virginia,4,250,1000
3206,2021-11-30,DK206,BYOD-400,Drone Kits,471,Torrie,Coytes,Monticello,Minnesota,3,119,357
3207,2021-11-30,EB518,Single Rotor Drones,eBooks,161,Herbie,Ottawell,Wilmington,Delaware,1,14.99,14.99
3208,2021-11-30,DK209,BYOD-550,Drone Kits,209,Earvin,Askell,New Orleans,Louisiana,6,179,1074
